"ADDR0",0,0,0
"ADDR1",0,0,1
"ADDR2",0,0,2
"ADDR3",0,0,3
"ADDR4",0,0,4
"ADDR5",0,0,5
"ADDR6",0,0,6
"ADDR7",0,0,7
"ADDR8",0,1,0
"ADDR9",0,1,1
"ADDR10",0,1,2
"ADDR11",0,1,3
"ADDR12",0,1,4
"ADDR13",0,1,5
"ADDR14",0,1,6
"ADDR15",0,1,7
"DATA0",1,0,0
"DATA1",1,0,1
"DATA2",1,0,2
"DATA3",1,0,3
"DATA4",1,0,4
"DATA5",1,0,5
"DATA6",1,0,6
"DATA7",1,0,7
"DIR",4,1,6
"H/L-SWAP",4,1,7
